,Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Type of gear,Mode of fishing,Mode of fishing collapsed,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection
14831,2020-11-18,10,1637,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,19
14832,2020-11-18,10,1647,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,6.5,Yes,11
14835,2020-11-18,10,1653,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,6.5,Yes,11
14839,2020-11-18,10,1647,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,5.0,Yes,40
14840,2020-11-18,10,1659,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,7.0,Yes,5
14849,2020-11-18,9,1130,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.5,4.0,Yes,15
14866,2020-11-18,9,1636,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,7.0,Yes,11
14869,2020-11-18,10,1509,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,28
14896,2020-11-18,10,1450,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,Yes,20
14902,2020-11-18,9,1609,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,5.0,Yes,42
14916,2020-11-18,9,1417,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,22
14924,2020-11-18,9,1611,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,12
14940,2020-11-18,10,1625,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,74
14952,2020-11-18,9,1434,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,15
14955,2020-11-18,9,1552,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,BLUE MARLIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.0,Yes,1
14956,2020-11-18,9,1552,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,BLUE MARLIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.0,Yes,1
14959,2020-11-18,9,1740,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SHEEPSHEAD,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,4.0,Yes,11
14962,2020-11-18,10,1452,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,5.0,Yes,3
14967,2020-11-18,10,1652,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,33
14972,2020-11-18,10,1628,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,12
14977,2020-11-18,10,1649,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,14
14979,2020-11-18,10,1539,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,BLACKFIN TUNA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,24
14989,2020-11-18,10,1356,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.0,Yes,6
14994,2020-11-18,9,1531,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SNAPPER FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,49
15003,2020-11-18,9,1646,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,22
15011,2020-11-18,9,1658,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,5.0,Yes,6
15012,2020-11-18,9,1709,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,10.0,Yes,24
15016,2020-11-18,9,1729,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,11
15018,2020-11-18,10,1621,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.0,Yes,53
15019,2020-11-18,10,1638,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,7.5,Yes,76
15023,2020-11-18,10,1455,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SEA BASS FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,Yes,18
15028,2020-11-18,10,1707,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,7
15031,2020-11-18,10,1719,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,5
15032,2020-11-18,10,1607,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,6.0,Yes,70
15033,2020-11-18,10,1618,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,BILLFISH FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.0,Yes,11
15037,2020-11-18,10,1628,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,8.0,Yes,6
15038,2020-11-18,10,1617,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,6.0,Yes,1
15039,2020-11-18,10,1640,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,5.0,No,0
15040,2020-11-18,10,1654,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,8.0,Yes,12
15042,2020-11-18,10,1659,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,7.0,No,0
15043,2020-11-18,10,1659,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,7.0,No,0
15044,2020-11-18,10,1659,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,7.0,No,0
15045,2020-11-18,10,1659,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,7.0,No,0
15046,2020-11-18,10,1659,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,7.0,No,0
15047,2020-11-18,10,1659,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,7.0,No,0
15048,2020-11-18,10,1626,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,20
15054,2020-11-18,10,1530,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,GRAY TRIGGERFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.0,Yes,50
15059,2020-11-18,10,1649,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,8
15060,2020-11-18,9,1306,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,Yes,15
15066,2020-11-18,9,1506,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,Yes,19
15069,2020-11-18,9,1204,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,Yes,35
15075,2020-11-18,9,1552,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,Yes,20
15081,2020-11-18,9,1424,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,Yes,1
15084,2020-11-18,9,1458,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,Yes,26
15093,2020-11-18,10,1601,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,5
15094,2020-11-18,10,1601,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,6
15095,2020-11-18,10,1601,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,5
15096,2020-11-18,10,1601,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,5
15097,2020-11-18,10,1601,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,5
15098,2020-11-18,10,1601,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,Yes,5
15099,2020-11-18,9,1558,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,DOLPHIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,Yes,9
15101,2020-11-18,9,1705,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,7.5,Yes,17
15106,2020-11-18,10,1501,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,8.5,Yes,8
15112,2020-11-18,10,1611,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,7.5,Yes,8
15117,2020-11-18,10,1517,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,DOLPHIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,7.5,Yes,40
15123,2020-11-18,10,1615,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,DOLPHIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,8.5,Yes,30
15127,2020-11-18,10,1514,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.5,Yes,6
15132,2020-11-18,9,1636,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),4.0,3.0,No,0
15143,2020-11-18,10,1626,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,5.0,Yes,8
15148,2020-11-18,10,1438,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,6.0,Yes,5
15154,2020-11-18,9,1543,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,YELLOWFIN TUNA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.0,Yes,12
15165,2020-11-18,10,1444,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,YELLOWFIN TUNA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.5,Yes,10
15171,2020-11-18,10,1504,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,YELLOWFIN TUNA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,7.0,Yes,4
15173,2020-11-18,10,1504,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,YELLOWFIN TUNA,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,7.0,No,0
15181,2020-11-18,10,1225,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,No,0
15182,2020-11-18,10,1225,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,No,0
15183,2020-11-18,10,1226,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,No,0
15184,2020-11-18,10,1226,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,No,0
15185,2020-11-18,10,1336,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,5.0,Yes,38
15191,2020-11-18,10,1412,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,6.0,Yes,29
15195,2020-11-18,10,1442,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.5,Yes,25
15221,2020-11-18,10,1618,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,DOLPHIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,7.5,Yes,20
15224,2020-11-18,10,1639,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,7.0,Yes,7
15228,2020-11-18,10,1701,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,TUNA GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,6.0,Yes,42
15232,2020-11-18,10,1425,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,No,0
15233,2020-11-18,10,1425,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,No,0
15234,2020-11-18,10,1425,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,No,0
15235,2020-11-18,9,1556,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,8.0,No,0
15236,2020-11-18,9,1627,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,8.0,No,0
15237,2020-11-18,9,1640,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,DOLPHIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,6.0,Yes,13
15240,2020-11-18,9,1657,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,DOLPHIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,No,0
15247,2020-11-18,9,1650,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,6.0,Yes,11
15255,2020-11-18,9,1651,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.5,Yes,12
